#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 10,Genome 11,Genome 12,Genome 13,Genome 14,Genome 15,Genome 16,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9
934366,accessory,5,1,1,,1,1,,,,,1,1,1,,,,,1,
934366,accessory,6,1,1,,1,1,,,,,1,1,1,,,,,1,
934366,accessory,7,1,1,,1,1,,,,,1,1,1,,,,,1,
934366,accessory,8,1,1,,1,1,,,,,1,1,1,,,,,1,
934367,accessory,11,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,
934367,accessory,12,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,
934367,accessory,7,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,
934368,accessory,11,1,1,1,,1,1,1,1,,1,1,1,1,1,,1,1,
934368,accessory,16,1,1,1,,1,1,1,1,,1,1,1,1,1,,1,1,
934368,accessory,7,1,1,1,,1,1,1,1,,1,1,1,1,1,,1,1,
934369,accessory,10,1,1,,1,1,1,,1,1,1,1,1,1,1,1,,1,
934369,accessory,14,1,1,,1,1,1,,1,1,1,1,1,1,1,1,,1,
934369,accessory,8,1,1,,1,1,1,,1,1,1,1,1,1,1,1,,1,
934370,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
934370,accessory,8,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
934374,accessory,10,1,1,,,1,,,1,,1,1,1,,,1,,1,
934374,accessory,11,1,1,,,1,,,1,,1,1,1,,,1,,1,
934374,accessory,13,1,1,,,1,,,1,,1,1,1,,,1,,1,
934374,accessory,14,1,1,,,1,,,1,,1,1,1,,,1,,1,
934374,accessory,16,1,1,,,1,,,1,,1,1,1,,,1,,1,
934374,accessory,5,1,1,,,1,,,1,,1,1,1,,,1,,1,
934374,accessory,6,1,1,,,1,,,1,,1,1,1,,,1,,1,
934374,accessory,8,1,1,,,1,,,1,,1,1,1,,,1,,1,
934375,accessory,16,1,1,1,1,1,1,1,1,,1,1,1,,1,1,,1,
934375,accessory,5,1,1,1,1,1,1,1,1,,1,1,1,,1,1,,1,
934375,accessory,8,1,1,1,1,1,1,1,1,,1,1,1,,1,1,,1,
934376,accessory,12,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,
934376,accessory,14,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,
934376,accessory,5,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,
934377,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,
934377,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,
934377,accessory,7,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,
934378,accessory,11,1,1,1,,1,,,1,1,1,1,1,,1,,,1,
934378,accessory,13,1,1,1,,1,,,1,1,1,1,1,,1,,,1,
934378,accessory,14,1,1,1,,1,,,1,1,1,1,1,,1,,,1,
934378,accessory,5,1,1,1,,1,,,1,1,1,1,1,,1,,,1,
934378,accessory,7,1,1,1,,1,,,1,1,1,1,1,,1,,,1,
934378,accessory,8,1,1,1,,1,,,1,1,1,1,1,,1,,,1,
934379,accessory,11,1,1,1,,1,,,1,,1,1,1,,1,,,1,
934379,accessory,13,1,1,1,,1,,,1,,1,1,1,,1,,,1,
934379,accessory,14,1,1,1,,1,,,1,,1,1,1,,1,,,1,
934379,accessory,16,1,1,1,,1,,,1,,1,1,1,,1,,,1,
934379,accessory,5,1,1,1,,1,,,1,,1,1,1,,1,,,1,
934379,accessory,7,1,1,1,,1,,,1,,1,1,1,,1,,,1,
934379,accessory,8,1,1,1,,1,,,1,,1,1,1,,1,,,1,
934380,accessory,10,1,1,,1,1,1,1,,1,1,1,1,,,1,1,1,
934380,accessory,15,1,1,,1,1,1,1,,1,1,1,1,,,1,1,1,
934380,accessory,5,1,1,,1,1,1,1,,1,1,1,1,,,1,1,1,
934380,accessory,6,1,1,,1,1,1,1,,1,1,1,1,,,1,1,1,
934381,accessory,13,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,
934381,accessory,14,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,
934381,accessory,6,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,
934381,accessory,8,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,
934382,accessory,10,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,,
934382,accessory,15,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,,
934382,accessory,9,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,,
934383,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,
934383,accessory,7,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,
934386,accessory,11,1,1,1,,1,1,1,1,1,1,1,1,,1,,1,1,
934386,accessory,5,1,1,1,,1,1,1,1,1,1,1,1,,1,,1,1,
934386,accessory,7,1,1,1,,1,1,1,1,1,1,1,1,,1,,1,1,
934387,accessory,12,1,1,1,1,,,,1,1,1,1,1,,,,,,
934387,accessory,13,1,1,1,1,,,,1,1,1,1,1,,,,,,
934387,accessory,14,1,1,1,1,,,,1,1,1,1,1,,,,,,
934387,accessory,5,1,1,1,1,,,,1,1,1,1,1,,,,,,
934387,accessory,6,1,1,1,1,,,,1,1,1,1,1,,,,,,
934387,accessory,7,1,1,1,1,,,,1,1,1,1,1,,,,,,
934387,accessory,8,1,1,1,1,,,,1,1,1,1,1,,,,,,
934387,accessory,9,1,1,1,1,,,,1,1,1,1,1,,,,,,
934388,accessory,11,1,1,1,,1,1,,1,1,1,1,1,,,1,1,1,
934388,accessory,14,1,1,1,,1,1,,1,1,1,1,1,,,1,1,1,
934388,accessory,5,1,1,1,,1,1,,1,1,1,1,1,,,1,1,1,
934388,accessory,6,1,1,1,,1,1,,1,1,1,1,1,,,1,1,1,
934391,accessory,11,1,1,1,,,,,1,1,1,1,1,,1,,,1,
934391,accessory,12,1,1,1,,,,,1,1,1,1,1,,1,,,1,
934391,accessory,13,1,1,1,,,,,1,1,1,1,1,,1,,,1,
934391,accessory,14,1,1,1,,,,,1,1,1,1,1,,1,,,1,
934391,accessory,5,1,1,1,,,,,1,1,1,1,1,,1,,,1,
934391,accessory,7,1,1,1,,,,,1,1,1,1,1,,1,,,1,
934391,accessory,8,1,1,1,,,,,1,1,1,1,1,,1,,,1,
934392,accessory,10,1,1,,,,,,,1,1,1,1,,,,,,
934392,accessory,11,1,1,,,,,,,1,1,1,1,,,,,,
934392,accessory,12,1,1,,,,,,,1,1,1,1,,,,,,
934392,accessory,13,1,1,,,,,,,1,1,1,1,,,,,,
934392,accessory,14,1,1,,,,,,,1,1,1,1,,,,,,
934392,accessory,15,1,1,,,,,,,1,1,1,1,,,,,,
934392,accessory,5,1,1,,,,,,,1,1,1,1,,,,,,
934392,accessory,6,1,1,,,,,,,1,1,1,1,,,,,,
934392,accessory,7,1,1,,,,,,,1,1,1,1,,,,,,
934392,accessory,8,1,1,,,,,,,1,1,1,1,,,,,,
934392,accessory,9,1,1,,,,,,,1,1,1,1,,,,,,
934393,accessory,11,1,1,1,,,,,1,,1,1,1,,1,,,1,
934393,accessory,12,1,1,1,,,,,1,,1,1,1,,1,,,1,
934393,accessory,13,1,1,1,,,,,1,,1,1,1,,1,,,1,
934393,accessory,14,1,1,1,,,,,1,,1,1,1,,1,,,1,
934393,accessory,16,1,1,1,,,,,1,,1,1,1,,1,,,1,
934393,accessory,5,1,1,1,,,,,1,,1,1,1,,1,,,1,
934393,accessory,7,1,1,1,,,,,1,,1,1,1,,1,,,1,
934393,accessory,8,1,1,1,,,,,1,,1,1,1,,1,,,1,
934394,accessory,11,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,,
934394,accessory,5,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,,
934394,accessory,9,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,,
934395,accessory,14,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,
934395,accessory,7,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,
934395,accessory,8,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,
934397,accessory,12,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,
934397,accessory,14,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,
934397,accessory,5,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,
934397,accessory,7,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,
934397,accessory,8,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,
934398,accessory,11,1,1,1,,,1,,1,,1,1,1,,1,,,1,
934398,accessory,12,1,1,1,,,1,,1,,1,1,1,,1,,,1,
934398,accessory,14,1,1,1,,,1,,1,,1,1,1,,1,,,1,
934398,accessory,16,1,1,1,,,1,,1,,1,1,1,,1,,,1,
934398,accessory,5,1,1,1,,,1,,1,,1,1,1,,1,,,1,
934398,accessory,7,1,1,1,,,1,,1,,1,1,1,,1,,,1,
934398,accessory,8,1,1,1,,,1,,1,,1,1,1,,1,,,1,
934399,accessory,11,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,
934399,accessory,12,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,
934399,accessory,7,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,
934401,accessory,16,5,5,5,5,4,3,5,4,,5,5,5,4,4,4,5,4,
934402,accessory,11,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,
934402,accessory,16,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,
934402,accessory,6,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,
934403,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,
934403,accessory,8,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,
934405,accessory,10,1,1,,,,,,1,1,1,1,1,,,,,1,
934405,accessory,11,1,1,,,,,,1,1,1,1,1,,,,,1,
934405,accessory,12,1,1,,,,,,1,1,1,1,1,,,,,1,
934405,accessory,13,1,1,,,,,,1,1,1,1,1,,,,,1,
934405,accessory,14,1,1,,,,,,1,1,1,1,1,,,,,1,
934405,accessory,5,1,1,,,,,,1,1,1,1,1,,,,,1,
934405,accessory,6,1,1,,,,,,1,1,1,1,1,,,,,1,
934405,accessory,7,1,1,,,,,,1,1,1,1,1,,,,,1,
934405,accessory,8,1,1,,,,,,1,1,1,1,1,,,,,1,
934406,accessory,10,1,1,,,,,,1,1,1,1,1,,1,,,1,
934406,accessory,11,1,1,,,,,,1,1,1,1,1,,1,,,1,
934406,accessory,12,1,1,,,,,,1,1,1,1,1,,1,,,1,
934406,accessory,13,1,1,,,,,,1,1,1,1,1,,1,,,1,
934406,accessory,14,1,1,,,,,,1,1,1,1,1,,1,,,1,
934406,accessory,5,1,1,,,,,,1,1,1,1,1,,1,,,1,
934406,accessory,7,1,1,,,,,,1,1,1,1,1,,1,,,1,
934406,accessory,8,1,1,,,,,,1,1,1,1,1,,1,,,1,
934409,accessory,8,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,,2,
934410,accessory,11,2,2,2,,2,2,1,2,2,2,2,2,1,2,2,,2,
934410,accessory,8,2,2,2,,2,2,1,2,2,2,2,2,1,2,2,,2,
934411,accessory,11,1,1,1,,1,1,1,1,,1,1,1,1,1,1,,1,
934411,accessory,16,1,1,1,,1,1,1,1,,1,1,1,1,1,1,,1,
934411,accessory,8,1,1,1,,1,1,1,1,,1,1,1,1,1,1,,1,
934414,accessory,10,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,
934414,accessory,16,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,
934414,accessory,5,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,
934415,accessory,11,1,1,1,,1,1,1,,1,1,1,1,,1,1,,1,
934415,accessory,15,1,1,1,,1,1,1,,1,1,1,1,,1,1,,1,
934415,accessory,5,1,1,1,,1,1,1,,1,1,1,1,,1,1,,1,
934415,accessory,8,1,1,1,,1,1,1,,1,1,1,1,,1,1,,1,
934416,accessory,15,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,
934416,accessory,5,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,
934419,accessory,10,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,
934419,accessory,5,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,
934422,accessory,10,1,1,,,1,,1,,1,1,1,1,,,,,1,
934422,accessory,11,1,1,,,1,,1,,1,1,1,1,,,,,1,
934422,accessory,13,1,1,,,1,,1,,1,1,1,1,,,,,1,
934422,accessory,15,1,1,,,1,,1,,1,1,1,1,,,,,1,
934422,accessory,5,1,1,,,1,,1,,1,1,1,1,,,,,1,
934422,accessory,6,1,1,,,1,,1,,1,1,1,1,,,,,1,
934422,accessory,7,1,1,,,1,,1,,1,1,1,1,,,,,1,
934422,accessory,8,1,1,,,1,,1,,1,1,1,1,,,,,1,
934423,accessory,14,1,1,1,1,1,1,,1,1,1,1,1,,,1,1,,
934423,accessory,5,1,1,1,1,1,1,,1,1,1,1,1,,,1,1,,
934423,accessory,6,1,1,1,1,1,1,,1,1,1,1,1,,,1,1,,
934423,accessory,9,1,1,1,1,1,1,,1,1,1,1,1,,,1,1,,
934424,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934424,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934426,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934426,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934428,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,
934428,accessory,6,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,
934430,accessory,10,1,1,,,1,,,,1,1,1,1,,,,,,
934430,accessory,11,1,1,,,1,,,,1,1,1,1,,,,,,
934430,accessory,13,1,1,,,1,,,,1,1,1,1,,,,,,
934430,accessory,14,1,1,,,1,,,,1,1,1,1,,,,,,
934430,accessory,15,1,1,,,1,,,,1,1,1,1,,,,,,
934430,accessory,5,1,1,,,1,,,,1,1,1,1,,,,,,
934430,accessory,6,1,1,,,1,,,,1,1,1,1,,,,,,
934430,accessory,7,1,1,,,1,,,,1,1,1,1,,,,,,
934430,accessory,8,1,1,,,1,,,,1,1,1,1,,,,,,
934430,accessory,9,1,1,,,1,,,,1,1,1,1,,,,,,
934432,accessory,16,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,
934432,accessory,5,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,
934433,accessory,12,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,,
934433,accessory,15,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,,
934433,accessory,7,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,,
934433,accessory,9,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,,
934434,accessory,14,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,
934434,accessory,5,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,
934435,accessory,10,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,
934435,accessory,6,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,
934436,accessory,11,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,
934436,accessory,13,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,
934440,accessory,10,1,1,,,,1,,1,,1,1,1,,1,1,1,1,
934440,accessory,11,1,1,,,,1,,1,,1,1,1,,1,1,1,1,
934440,accessory,12,1,1,,,,1,,1,,1,1,1,,1,1,1,1,
934440,accessory,14,1,1,,,,1,,1,,1,1,1,,1,1,1,1,
934440,accessory,16,1,1,,,,1,,1,,1,1,1,,1,1,1,1,
934440,accessory,5,1,1,,,,1,,1,,1,1,1,,1,1,1,1,
934442,accessory,11,1,1,1,,,1,1,1,,1,1,1,,1,1,1,1,
934442,accessory,12,1,1,1,,,1,1,1,,1,1,1,,1,1,1,1,
934442,accessory,16,1,1,1,,,1,1,1,,1,1,1,,1,1,1,1,
934442,accessory,5,1,1,1,,,1,1,1,,1,1,1,,1,1,1,1,
934443,accessory,13,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,
934443,accessory,6,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,
934443,accessory,9,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,
934447,accessory,10,1,1,,1,1,1,1,1,,1,1,1,,,,1,,
934447,accessory,16,1,1,,1,1,1,1,1,,1,1,1,,,,1,,
934447,accessory,5,1,1,,1,1,1,1,1,,1,1,1,,,,1,,
934447,accessory,6,1,1,,1,1,1,1,1,,1,1,1,,,,1,,
934447,accessory,7,1,1,,1,1,1,1,1,,1,1,1,,,,1,,
934447,accessory,9,1,1,,1,1,1,1,1,,1,1,1,,,,1,,
934448,accessory,15,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,
934448,accessory,9,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,
934449,accessory,11,1,1,1,,1,1,,,1,1,1,1,,,,1,,
934449,accessory,14,1,1,1,,1,1,,,1,1,1,1,,,,1,,
934449,accessory,15,1,1,1,,1,1,,,1,1,1,1,,,,1,,
934449,accessory,5,1,1,1,,1,1,,,1,1,1,1,,,,1,,
934449,accessory,6,1,1,1,,1,1,,,1,1,1,1,,,,1,,
934449,accessory,7,1,1,1,,1,1,,,1,1,1,1,,,,1,,
934449,accessory,9,1,1,1,,1,1,,,1,1,1,1,,,,1,,
934450,accessory,12,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,
934450,accessory,14,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,
934450,accessory,5,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,
934453,accessory,13,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,
934453,accessory,14,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,
934453,accessory,5,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,
934454,accessory,11,1,1,1,,1,,,,1,1,1,1,,,,1,1,
934454,accessory,13,1,1,1,,1,,,,1,1,1,1,,,,1,1,
934454,accessory,14,1,1,1,,1,,,,1,1,1,1,,,,1,1,
934454,accessory,15,1,1,1,,1,,,,1,1,1,1,,,,1,1,
934454,accessory,5,1,1,1,,1,,,,1,1,1,1,,,,1,1,
934454,accessory,6,1,1,1,,1,,,,1,1,1,1,,,,1,1,
934454,accessory,7,1,1,1,,1,,,,1,1,1,1,,,,1,1,
934455,accessory,16,3,3,3,3,3,3,3,3,,3,3,3,2,3,3,3,3,
934456,accessory,11,1,1,1,,,1,1,,1,1,1,1,,,1,1,,
934456,accessory,12,1,1,1,,,1,1,,1,1,1,1,,,1,1,,
934456,accessory,15,1,1,1,,,1,1,,1,1,1,1,,,1,1,,
934456,accessory,5,1,1,1,,,1,1,,1,1,1,1,,,1,1,,
934456,accessory,6,1,1,1,,,1,1,,1,1,1,1,,,1,1,,
934456,accessory,9,1,1,1,,,1,1,,1,1,1,1,,,1,1,,
934457,accessory,13,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,,
934457,accessory,5,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,,
934457,accessory,6,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,,
934457,accessory,9,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,,
934458,accessory,11,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,
934458,accessory,12,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,
934458,accessory,5,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,
934459,accessory,14,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,
934459,accessory,5,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,
934461,accessory,15,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,
934461,accessory,5,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,
934462,accessory,11,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,
934462,accessory,13,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,
934462,accessory,5,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,
934463,accessory,15,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,,
934463,accessory,5,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,,
934463,accessory,9,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,,
934464,accessory,11,1,1,1,,,1,,1,1,1,1,1,,1,,1,1,
934464,accessory,12,1,1,1,,,1,,1,1,1,1,1,,1,,1,1,
934464,accessory,14,1,1,1,,,1,,1,1,1,1,1,,1,,1,1,
934464,accessory,5,1,1,1,,,1,,1,1,1,1,1,,1,,1,1,
934464,accessory,7,1,1,1,,,1,,1,1,1,1,1,,1,,1,1,
934465,accessory,11,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,
934465,accessory,12,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,
934465,accessory,5,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,
934466,accessory,11,1,1,1,,1,,1,1,1,1,1,1,,1,1,,1,
934466,accessory,13,1,1,1,,1,,1,1,1,1,1,1,,1,1,,1,
934466,accessory,5,1,1,1,,1,,1,1,1,1,1,1,,1,1,,1,
934466,accessory,8,1,1,1,,1,,1,1,1,1,1,1,,1,1,,1,
934468,accessory,10,1,1,,,,,,,1,1,1,1,,,,,,
934468,accessory,11,1,1,,,,,,,1,1,1,1,,,,,,
934468,accessory,12,1,1,,,,,,,1,1,1,1,,,,,,
934468,accessory,13,1,1,,,,,,,1,1,1,1,,,,,,
934468,accessory,14,1,1,,,,,,,1,1,1,1,,,,,,
934468,accessory,15,1,1,,,,,,,1,1,1,1,,,,,,
934468,accessory,5,1,1,,,,,,,1,1,1,1,,,,,,
934468,accessory,6,1,1,,,,,,,1,1,1,1,,,,,,
934468,accessory,7,1,1,,,,,,,1,1,1,1,,,,,,
934468,accessory,8,1,1,,,,,,,1,1,1,1,,,,,,
934468,accessory,9,1,1,,,,,,,1,1,1,1,,,,,,
934469,accessory,11,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934469,accessory,13,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934469,accessory,14,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934469,accessory,5,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934469,accessory,6,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934469,accessory,7,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934469,accessory,8,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934470,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
934470,accessory,8,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
934472,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
934472,accessory,8,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
934473,accessory,11,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934473,accessory,13,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934473,accessory,14,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934473,accessory,5,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934473,accessory,6,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934473,accessory,7,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934473,accessory,8,1,1,1,,1,,,1,1,1,1,1,,,,,1,
934475,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,
934475,accessory,6,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,
934475,accessory,7,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,
934475,accessory,8,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,
934476,accessory,11,1,1,1,,1,,,1,1,1,1,1,,,1,,1,
934476,accessory,13,1,1,1,,1,,,1,1,1,1,1,,,1,,1,
934476,accessory,14,1,1,1,,1,,,1,1,1,1,1,,,1,,1,
934476,accessory,5,1,1,1,,1,,,1,1,1,1,1,,,1,,1,
934476,accessory,6,1,1,1,,1,,,1,1,1,1,1,,,1,,1,
934476,accessory,8,1,1,1,,1,,,1,1,1,1,1,,,1,,1,
934477,accessory,13,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,
934477,accessory,15,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,
934478,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,
934478,accessory,6,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,
934480,accessory,11,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,,
934480,accessory,13,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,,
934480,accessory,5,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,,
934480,accessory,9,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,,
934482,accessory,15,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,
934482,accessory,5,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,
934482,accessory,7,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,
934483,accessory,13,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,
934483,accessory,5,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,
934484,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,
934484,accessory,7,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,
934485,accessory,13,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,
934485,accessory,5,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,
934487,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
934487,accessory,8,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
934488,accessory,13,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,
934488,accessory,5,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,
934489,accessory,11,1,1,1,,1,1,1,1,,1,1,1,,,1,,1,
934489,accessory,16,1,1,1,,1,1,1,1,,1,1,1,,,1,,1,
934489,accessory,5,1,1,1,,1,1,1,1,,1,1,1,,,1,,1,
934489,accessory,6,1,1,1,,1,1,1,1,,1,1,1,,,1,,1,
934489,accessory,8,1,1,1,,1,1,1,1,,1,1,1,,,1,,1,
934491,accessory,10,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,
934491,accessory,15,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,
934491,accessory,5,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,
934492,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934492,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934493,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934493,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934495,accessory,11,1,1,1,,,1,1,1,1,1,1,1,,1,1,,1,
934495,accessory,12,1,1,1,,,1,1,1,1,1,1,1,,1,1,,1,
934495,accessory,5,1,1,1,,,1,1,1,1,1,1,1,,1,1,,1,
934495,accessory,8,1,1,1,,,1,1,1,1,1,1,1,,1,1,,1,
934496,accessory,15,1,1,1,1,1,1,1,,1,1,1,1,,,,,,
934496,accessory,5,1,1,1,1,1,1,1,,1,1,1,1,,,,,,
934496,accessory,6,1,1,1,1,1,1,1,,1,1,1,1,,,,,,
934496,accessory,7,1,1,1,1,1,1,1,,1,1,1,1,,,,,,
934496,accessory,8,1,1,1,1,1,1,1,,1,1,1,1,,,,,,
